Service_Quality,Ticket_Resolution_Speed,Website_Ease_of_Use,Mobile_App_Experience,Escalation_Handling,Value_Adds,Customer_Support_Responsiveness,Transparency_in_Policy,Trust_in_Company,Technical_Issue_Frequency,Would_Recommend,Use_Again,Overall_IT_Support,CSI_Index,Customer_Feedback,Sentiment_Score,CSI_Score
good,good,good,average,good,poor,,excellent,,Often,yes,,,medium,Drug risk her necessary just move.,-0.786817667,83.45498934
very poor,good,,poor,average,very poor,average,average,yes,,yes,,Very Good,low,Smile positive real strategy evidence own start each.,0.515729246,63.04583457
excellent,,,,average,good,very poor,very poor,yes,Always,yes,,Neutral,low,,-0.5182950040000001,59.51270271600001
excellent,,poor,poor,excellent,poor,very poor,excellent,yes,Always,no,no,Good,medium,,-0.583666189,73.436968008
average,good,,very poor,very poor,very poor,poor,good,no,Never,no,yes,Bad,low,Play hard order staff series big card great.,-0.029192295000000007,64.77016738500001
average,excellent,,average,excellent,good,poor,excellent,,Never,,,Very Bad,low,,0.867977368,68.72041162800001
average,good,excellent,excellent,good,average,excellent,very poor,,Never,,,Very Bad,medium,,-0.31082875000000004,76.75806945400001
excellent,excellent,good,very poor,poor,good,good,good,no,,no,,,medium,,0.69205456,86.70784615
average,good,good,,very poor,good,,,yes,Often,,yes,,medium,,0.23499192800000002,87.366183246
poor,good,excellent,good,excellent,poor,excellent,,yes,Never,yes,no,Very Good,medium,Pressure place idea authority page process another mention agree bill.,-0.37228401799999994,73.406484195
very poor,good,,good,,very poor,very poor,good,,Often,no,,Very Bad,low,Quality whatever event especially seem life nation minute south.,0.23898967599999998,52.670068263
average,poor,average,average,excellent,poor,average,,,,no,yes,Very Bad,low,Late now former wish talk draw hotel ready.,0.343832505,53.617106655
,,very poor,,excellent,poor,average,excellent,yes,,yes,yes,,low,,-0.042903035,61.1243829
good,very poor,poor,average,,poor,excellent,good,no,Often,no,,Very Good,low,,0.338384494,58.224977136
excellent,very poor,poor,poor,excellent,good,,excellent,yes,,,yes,,high,,0.782204635,95.08031381
,very poor,good,poor,excellent,average,very poor,poor,,Never,,,,low,,0.15922024,62.625423231000006
,average,excellent,poor,excellent,good,average,poor,,Never,yes,,Neutral,medium,,-0.296740213,83.56686381
good,very poor,good,,poor,good,excellent,very poor,no,Often,yes,yes,Very Bad,low,Popular role size magazine guy company crime economic chair remain after at.,0.5564211109999999,53.205578388
average,poor,,,excellent,poor,good,average,no,Sometimes,yes,no,Neutral,low,,-0.404676809,50.0
average,,average,very poor,average,average,poor,very poor,no,Never,yes,yes,,low,,0.032310861999999996,50.0
good,excellent,poor,good,good,excellent,,poor,no,Often,no,no,Very Good,low,Loss price ever improve say need stop article.,0.90618462,54.53724097
very poor,excellent,very poor,,good,average,excellent,excellent,,Sometimes,yes,no,Bad,high,That evening produce perhaps enjoy laugh.,0.951170211,91.86369090800001
excellent,very poor,average,poor,good,average,good,average,yes,Often,yes,no,Very Good,medium,Sport news simple beautiful center price when Mr from long customer.,-1.0,80.761373649
good,very poor,excellent,good,very poor,excellent,,poor,no,,,,Bad,low,,-0.8995868140000001,69.30449443799999
average,average,poor,very poor,very poor,poor,,average,no,Often,,no,Neutral,medium,,-0.260725378,73.859886135
very poor,average,good,good,poor,excellent,excellent,average,,Often,,no,Good,low,,0.911460026,54.94937681
good,very poor,,very poor,very poor,very poor,very poor,good,no,Always,,yes,Bad,low,,0.31594002400000004,50.0
poor,very poor,average,excellent,good,,average,average,yes,Sometimes,no,,Good,low,Data believe medical full enter particularly per away attention.,0.43092481,53.863849062
good,,good,,average,excellent,,average,,Sometimes,no,,,high,Traditional whatever maybe general chance close best.,0.33637604600000004,95.72923978200001
average,very poor,very poor,very poor,average,average,,average,yes,Sometimes,no,yes,Neutral,medium,Him identify marriage international provide budget.,0.508458877,84.28789547100001
average,excellent,good,,average,excellent,average,poor,no,Often,,yes,,medium,,0.541240528,74.44581630200001
excellent,very poor,very poor,poor,excellent,good,average,excellent,no,,no,yes,Very Good,low,Study ahead important ever room strategy number away tough this discussion social maybe.,-0.576048243,59.0952163
poor,good,poor,poor,average,poor,good,poor,no,Never,,yes,Very Bad,medium,Follow me back world wish again wall.,0.140254302,89.78563161
very poor,,excellent,,good,excellent,average,good,,Often,,,Very Bad,low,,-0.485563829,62.617628876000005
poor,very poor,excellent,,good,poor,good,,yes,Always,,,Very Good,medium,,-1.0,85.540598208
good,,good,excellent,excellent,,poor,good,yes,Sometimes,yes,,Very Good,high,Accept national can new probably head education despite stop state shake mind.,-0.5814781069999999,100.0
,excellent,good,poor,very poor,excellent,average,poor,,,no,,Good,low,,-0.372401026,56.196211086
excellent,very poor,good,excellent,poor,average,good,excellent,,Sometimes,,,Bad,high,See adult future new enter material take admit player they remain.,1.0,94.877220339
very poor,very poor,excellent,,excellent,,excellent,very poor,yes,Always,,,Very Bad,low,Tell wife edge claim beautiful man indeed certain design federal.,0.577611435,57.2483658
excellent,good,very poor,very poor,,poor,average,good,no,Always,yes,yes,Very Bad,low,,-0.432309172,61.852609116
very poor,good,very poor,poor,very poor,good,average,poor,no,Never,no,no,Neutral,low,,-0.182524773,56.918182473
average,poor,,,average,poor,good,very poor,no,,no,,Neutral,low,Add positive test ten state two allow nor.,-0.08952456300000002,53.654983101000006
poor,average,,average,good,average,excellent,very poor,no,,,yes,Neutral,low,,-0.459266565,55.495193111999995
good,excellent,poor,very poor,poor,poor,very poor,poor,,,,yes,Bad,low,Teach if measure I toward leg staff.,-0.72562997,56.888365158
poor,excellent,average,average,very poor,average,good,,,Sometimes,,,Good,medium,,0.267254193,83.344628151
,poor,poor,poor,excellent,very poor,average,poor,yes,Never,no,yes,Bad,medium,Off black bad community two get knowledge fund away.,-0.060530060000000024,77.464562931
average,excellent,poor,good,average,good,average,,,,,,Very Bad,medium,,-0.092857206,85.01257381
excellent,good,good,very poor,,good,poor,very poor,yes,Sometimes,,,Very Bad,low,,-0.428076289,53.184336417
very poor,poor,average,poor,,average,excellent,good,,Always,,yes,Very Good,medium,,0.7550908430000001,84.20367672900001
poor,excellent,good,good,very poor,poor,poor,good,no,,yes,no,Bad,medium,,-0.247141039,79.659090117
,average,poor,,,poor,good,good,,Always,,,Neutral,medium,,0.431501607,88.634799567
good,poor,excellent,poor,very poor,very poor,good,very poor,yes,Sometimes,yes,no,,low,Boy something from set close energy technology plant nature movement.,-0.959660145,68.084732115
,poor,average,,,poor,poor,excellent,,Sometimes,,,Neutral,low,Hospital during party return talk military report purpose teach bad add make.,0.11061972599999997,51.504287814
average,poor,excellent,good,average,very poor,excellent,good,yes,Always,yes,no,Very Bad,low,,0.047127369,65.13775512
very poor,excellent,excellent,average,,good,poor,poor,no,,yes,,Very Bad,medium,,-0.664598235,85.882475493
average,very poor,average,very poor,average,poor,excellent,poor,,Sometimes,,,Bad,low,Environment event marriage five top hospital join letter.,-0.048890034,68.122522611
poor,average,,excellent,average,poor,,excellent,yes,Always,,,Very Bad,medium,Late tell quality accept church summer laugh say concern community bank owner.,0.944757384,82.41711718
good,,good,poor,very poor,excellent,excellent,poor,no,,yes,yes,Good,medium,,-0.43057475,73.413697032
average,,poor,,excellent,,poor,average,no,Sometimes,yes,,Neutral,medium,,0.24592399399999998,71.23993991100001
excellent,average,average,excellent,,good,,excellent,no,Sometimes,,no,Very Bad,medium,,-0.7388164989999999,76.49817604000002
poor,,,good,,,poor,,yes,Never,no,yes,Bad,medium,,-0.803346272,75.389930721
poor,good,good,average,very poor,excellent,good,good,no,Never,,no,,medium,Factor mouth certain politics garden hold interesting.,0.552025352,72.21198998700001
good,,average,good,,poor,,very poor,,,yes,yes,Very Bad,low,,-1.0,54.293400549000005
excellent,average,good,average,good,,average,average,no,Always,no,yes,Bad,medium,Apply phone fish politics voice find standard would line sure population cover step.,-0.6330340050000001,86.78328208
average,excellent,poor,excellent,excellent,,poor,good,,Often,yes,yes,Very Bad,high,,0.30709151700000004,93.409403714
poor,good,average,very poor,very poor,average,very poor,,yes,Sometimes,no,no,Bad,medium,,0.735781136,86.836782159
very poor,average,average,very poor,,,poor,good,,,yes,yes,Very Bad,low,Around spring really book court ok.,0.541306056,50.0
average,good,average,,average,average,,poor,no,Always,no,,Very Bad,low,,-0.362545051,50.329724472
poor,average,average,good,good,,excellent,poor,yes,Always,yes,yes,Very Good,low,,-0.968475126,55.57077414
good,good,poor,average,excellent,good,poor,excellent,no,Often,,yes,,high,,0.641466958,92.40523429
good,excellent,poor,poor,excellent,average,,very poor,,Always,,,Very Good,medium,,0.79825451,74.53604654099999
,,average,average,poor,good,average,very poor,yes,Always,,,Very Good,low,,0.311102497,56.198923128
excellent,,very poor,good,very poor,very poor,poor,,,,,,Neutral,low,,-0.37955400699999997,65.215603548
excellent,average,excellent,good,average,excellent,poor,good,yes,Often,,yes,Very Good,low,,0.351644834,61.083089265000005
very poor,average,poor,,poor,good,poor,very poor,no,,yes,no,Very Bad,medium,,0.664522652,78.95922803100001
excellent,average,average,average,,good,excellent,poor,yes,Always,no,,,medium,Design respond either throughout history society true thousand game approach during sort city.,0.027482022000000023,84.80657295
poor,,good,very poor,good,average,very poor,good,yes,Never,yes,yes,Neutral,low,,0.772088957,63.23741863200001
good,poor,very poor,average,average,,very poor,,yes,Sometimes,no,no,Very Good,medium,,-0.7164861870000001,76.067344296
good,poor,,excellent,good,good,poor,excellent,no,Never,,yes,Neutral,low,,-0.437260599,56.94714323
,poor,poor,excellent,poor,very poor,average,average,,,no,no,Very Bad,medium,Act official more yourself since view international usually discuss floor term.,-0.403670854,87.719623137
excellent,good,average,good,poor,very poor,good,excellent,,Often,yes,yes,Bad,medium,,0.369132875,71.06845275
very poor,very poor,,excellent,average,good,very poor,average,,Often,no,no,Bad,medium,,0.734976778,84.995910099
poor,poor,average,,average,very poor,good,excellent,,,no,,Very Good,low,,0.569119919,65.814185232
very poor,excellent,,good,very poor,very poor,poor,excellent,no,,no,yes,Very Bad,medium,Agent newspaper wide arm cut care upon over score drive.,0.5567229579999999,72.207016218
,very poor,poor,poor,very poor,good,,very poor,yes,Sometimes,,,Good,low,Its office than operation energy also capital wind station.,0.565442097,65.433988998
very poor,good,average,very poor,poor,,,average,yes,Never,,no,,low,,0.244456966,56.614432005000005
excellent,average,poor,average,good,,,very poor,no,Never,no,,Neutral,low,,0.21949304199999997,68.591918466
,good,good,very poor,good,very poor,average,,no,Often,no,yes,Very Bad,medium,,-0.27498759500000003,83.855321127
poor,very poor,very poor,average,,average,very poor,average,no,,,yes,Very Bad,low,Different least piece book whether send interview true.,-0.030229454000000017,66.86914789800001
,very poor,very poor,,excellent,excellent,average,average,yes,Always,no,,Bad,low,,-0.097652421,51.7498367
very poor,,very poor,good,very poor,poor,,average,,Always,no,no,Bad,medium,,-0.660922775,73.90862090099999
excellent,average,,very poor,very poor,,good,very poor,no,Often,no,,Neutral,medium,Significant conference something grow animal hair account wall reduce.,0.6797104,76.117555008
poor,,very poor,average,,average,good,excellent,yes,Often,no,yes,Bad,medium,Really go shake fine green partner between.,0.17800614199999998,70.21072702800001
very poor,,,very poor,average,average,average,very poor,no,Never,,yes,Neutral,low,,0.289274585,50.0
excellent,poor,excellent,good,very poor,average,good,average,no,Sometimes,,no,Neutral,high,,0.667100713,96.46274573
,average,very poor,excellent,poor,,good,good,,,,yes,Good,medium,Attack choice manager provide in according deal give bit.,0.541440873,73.037113146
poor,,good,good,,poor,good,excellent,yes,,no,,Very Good,low,,0.754632792,50.393914416
,very poor,poor,very poor,good,,average,good,yes,Always,,,,medium,,0.254997174,76.96285624800001
excellent,good,average,,,excellent,,average,,Often,yes,no,Neutral,medium,Around join mention season someone measure seven.,-0.211134916,88.53148601000001
very poor,poor,excellent,poor,very poor,excellent,good,excellent,,Often,no,yes,Very Bad,medium,,-1.0,81.18993568500001
average,average,,good,average,very poor,average,poor,yes,Always,,no,Very Bad,low,Happy build success cut vote first fight particular.,-0.893759572,67.783050423
,very poor,excellent,very poor,average,average,excellent,,,,,no,Very Good,high,,-0.080085432,97.9140082
poor,average,good,,very poor,poor,very poor,very poor,yes,Sometimes,,,Bad,medium,,-0.627814376,82.924369911
average,,average,average,average,poor,very poor,excellent,yes,Sometimes,no,yes,Very Good,medium,Commercial nice reality want must past pattern provide number few social lawyer here.,0.19455941,80.369880894
excellent,poor,average,average,good,very poor,poor,very poor,no,Never,no,,Very Bad,medium,Per perhaps special price piece local outside voice daughter full hand according customer.,0.019449540999999987,71.532426051
excellent,good,excellent,very poor,very poor,good,excellent,good,,Always,no,yes,Very Good,high,,-0.35390049799999995,100.0
good,excellent,poor,,excellent,very poor,good,poor,yes,Never,no,no,Bad,medium,,-0.90486581,77.376730365
very poor,excellent,very poor,average,excellent,good,good,poor,,,yes,yes,Bad,low,Actually chance decade happy exist ever career eight event nation policy.,-0.785250153,60.545190051000006
good,average,very poor,excellent,average,poor,excellent,good,no,Never,,no,Good,medium,,0.86650664,87.94637536
poor,good,excellent,poor,poor,very poor,,excellent,,Never,no,yes,Very Good,medium,,-0.742754286,75.328473159
poor,poor,poor,,very poor,average,,average,no,,yes,no,Bad,low,,-0.0033297480000000212,62.767059947999996
very poor,excellent,excellent,excellent,excellent,,excellent,,,Often,,,Very Bad,high,,-0.5589203110000001,95.694600925
average,poor,average,excellent,excellent,poor,very poor,poor,no,Always,no,,Neutral,medium,Question to worry away page and morning magazine score strategy worker.,-0.716397441,79.32454247700001
